epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2608.51,0.97843,0.65907,1.59208,0.77349,0.6772,0.75884,0.58281,1.02815,1.14917,1.72953,0.006535,0.006535,0.006535
44,2669.16,0.96548,0.65342,1.58354,0.71129,0.68404,0.73311,0.57422,1.00817,1.19037,1.6989,0.0064525,0.0064525,0.0064525
45,2729.61,0.96517,0.6525,1.58836,0.78741,0.62707,0.73949,0.57229,1.01128,1.25668,1.70589,0.00637,0.00637,0.00637
46,2790.13,0.95233,0.63882,1.57671,0.75486,0.64108,0.74507,0.58076,1.01758,1.27252,1.70341,0.0062875,0.0062875,0.0062875
47,2850.43,0.95375,0.64521,1.57625,0.75811,0.69333,0.7502,0.57733,1.00685,1.17555,1.69617,0.006205,0.006205,0.006205
48,2910.88,0.94484,0.62677,1.55971,0.76051,0.66591,0.74381,0.57707,0.99826,1.20933,1.70095,0.0061225,0.0061225,0.0061225
49,2971.33,0.94057,0.62611,1.57263,0.80375,0.64108,0.75036,0.58107,1.02322,1.22207,1.72592,0.00604,0.00604,0.00604
50,3032.11,0.93841,0.6293,1.55852,0.74668,0.68534,0.74514,0.57684,1.02438,1.21696,1.71524,0.0059575,0.0059575,0.0059575
51,3092.66,0.92679,0.61755,1.55336,0.7339,0.71558,0.76004,0.5886,1.00473,1.17096,1.70842,0.005875,0.005875,0.005875
52,3152.94,0.9191,0.61071,1.54423,0.74565,0.6816,0.74039,0.56695,1.02775,1.20807,1.72874,0.0057925,0.0057925,0.0057925
53,3213.27,0.91668,0.60865,1.53121,0.76111,0.68623,0.73995,0.57036,1.01728,1.25569,1.73973,0.00571,0.00571,0.00571
54,3273.79,0.92065,0.61203,1.5432,0.74027,0.69752,0.75039,0.57443,1.0104,1.23471,1.72495,0.0056275,0.0056275,0.0056275
55,3334.24,0.91915,0.60904,1.54191,0.71626,0.72369,0.75554,0.57881,1.02055,1.229,1.72033,0.005545,0.005545,0.005545
56,3395.11,0.90759,0.60466,1.53416,0.73587,0.69977,0.74096,0.57527,1.0115,1.26765,1.72027,0.0054625,0.0054625,0.0054625
57,3455.81,0.89735,0.60137,1.52015,0.77829,0.6456,0.74995,0.58347,0.98294,1.27028,1.69312,0.00538,0.00538,0.00538
58,3516.21,0.89987,0.59868,1.5262,0.72432,0.693,0.74273,0.58372,0.98435,1.27018,1.68064,0.0052975,0.0052975,0.0052975
59,3576.34,0.89133,0.59462,1.51915,0.75789,0.65688,0.74619,0.5861,0.98454,1.30107,1.6771,0.005215,0.005215,0.005215
60,3636.76,0.88804,0.5862,1.50682,0.73992,0.67431,0.74377,0.58396,0.99779,1.30045,1.71192,0.0051325,0.0051325,0.0051325
61,3697.26,0.8871,0.58741,1.50037,0.74125,0.67899,0.73653,0.57684,0.9943,1.30931,1.68827,0.00505,0.00505,0.00505
62,3758.06,0.8892,0.58862,1.51804,0.74076,0.693,0.7469,0.5825,1.00001,1.29065,1.69778,0.0049675,0.0049675,0.0049675
63,3818.81,0.87658,0.57724,1.493,0.79838,0.66366,0.75621,0.58575,1.00283,1.25307,1.71716,0.004885,0.004885,0.004885
64,3879.24,0.872,0.57634,1.49818,0.74519,0.69315,0.74901,0.58506,0.99424,1.27105,1.70975,0.0048025,0.0048025,0.0048025
65,3939.47,0.87038,0.57494,1.49079,0.76606,0.67265,0.73694,0.57602,1.00292,1.26193,1.71931,0.00472,0.00472,0.00472
66,3999.69,0.86217,0.56596,1.48064,0.75961,0.68849,0.74416,0.57913,0.99917,1.25247,1.72187,0.0046375,0.0046375,0.0046375
67,4060.13,0.86629,0.57448,1.49382,0.72968,0.69463,0.74202,0.57338,0.99985,1.26086,1.70468,0.004555,0.004555,0.004555
68,4121.23,0.85719,0.56076,1.47913,0.72005,0.6851,0.72897,0.5725,1.00842,1.28836,1.72,0.0044725,0.0044725,0.0044725
69,4181.68,0.85333,0.55431,1.47565,0.73365,0.69752,0.73558,0.57843,1.00592,1.3201,1.68809,0.00439,0.00439,0.00439
70,4242.03,0.84265,0.56058,1.47532,0.7189,0.72009,0.74628,0.57954,1.01205,1.32396,1.70359,0.0043075,0.0043075,0.0043075
71,4302.52,0.83995,0.54842,1.46163,0.7702,0.66591,0.74722,0.58185,1.01416,1.33548,1.73231,0.004225,0.004225,0.004225
72,4362.87,0.83817,0.54633,1.47352,0.74739,0.6772,0.74338,0.57835,1.02316,1.33326,1.73148,0.0041425,0.0041425,0.0041425
73,4423.62,0.83184,0.54852,1.47027,0.75339,0.68272,0.74201,0.57636,1.02148,1.32119,1.73508,0.00406,0.00406,0.00406
74,4484.68,0.82668,0.54214,1.46142,0.73445,0.68678,0.74605,0.57755,1.0079,1.29173,1.72345,0.0039775,0.0039775,0.0039775
75,4545.16,0.8255,0.54164,1.46932,0.72856,0.69071,0.74961,0.57937,1.0079,1.28524,1.72713,0.003895,0.003895,0.003895
76,4605.44,0.81739,0.53732,1.45314,0.76564,0.66372,0.7418,0.57444,1.01141,1.30959,1.74358,0.0038125,0.0038125,0.0038125
77,4665.89,0.82316,0.53824,1.45294,0.75989,0.67153,0.74722,0.57874,0.99902,1.31055,1.74304,0.00373,0.00373,0.00373
78,4726.12,0.82551,0.53666,1.47228,0.74653,0.68623,0.74999,0.5803,0.99394,1.31154,1.73507,0.0036475,0.0036475,0.0036475
79,4786.47,0.80752,0.52673,1.44487,0.7555,0.66817,0.75036,0.58186,0.99615,1.32621,1.73673,0.003565,0.003565,0.003565
80,4847.45,0.80942,0.53087,1.44451,0.77304,0.66366,0.75194,0.5809,1.00146,1.30911,1.74776,0.0034825,0.0034825,0.0034825
81,4908.13,0.78921,0.51579,1.43211,0.75553,0.68367,0.74705,0.5788,1.00213,1.30939,1.7536,0.0034,0.0034,0.0034
82,4968.52,0.79334,0.51909,1.43254,0.74991,0.68172,0.74782,0.57876,1.00108,1.32297,1.75653,0.0033175,0.0033175,0.0033175
83,5029.08,0.79043,0.51409,1.4266,0.76037,0.68172,0.7496,0.58348,0.99597,1.32377,1.75864,0.003235,0.003235,0.003235
84,5089.47,0.78895,0.51322,1.42542,0.76317,0.68379,0.7482,0.58193,1.00624,1.3375,1.76667,0.0031525,0.0031525,0.0031525
85,5149.96,0.77919,0.50567,1.41064,0.76914,0.67686,0.74571,0.57977,1.01214,1.34887,1.76975,0.00307,0.00307,0.00307
86,5210.76,0.77361,0.50534,1.41072,0.77195,0.68172,0.74573,0.57948,1.01032,1.36652,1.76722,0.0029875,0.0029875,0.0029875
87,5271.5,0.77094,0.50042,1.41191,0.76914,0.67946,0.74579,0.58009,1.00888,1.36968,1.76167,0.002905,0.002905,0.002905
88,5331.87,0.76714,0.50084,1.40213,0.76742,0.67781,0.74452,0.58048,1.00949,1.37902,1.75798,0.0028225,0.0028225,0.0028225
89,5392.11,0.7667,0.50262,1.41211,0.76749,0.67805,0.74214,0.57943,1.00095,1.37851,1.7513,0.00274,0.00274,0.00274
90,5452.45,0.76502,0.50001,1.4084,0.76922,0.6772,0.74561,0.58297,0.99661,1.37381,1.74739,0.0026575,0.0026575,0.0026575
91,5513.05,0.7524,0.48761,1.39329,0.76298,0.69031,0.74619,0.58231,0.99482,1.37109,1.74496,0.002575,0.002575,0.002575
92,5573.86,0.75354,0.49117,1.40229,0.75888,0.69074,0.74689,0.58523,0.99586,1.37142,1.74689,0.0024925,0.0024925,0.0024925
93,5634.68,0.75104,0.49059,1.38749,0.73607,0.7088,0.74875,0.58748,0.99601,1.37606,1.74686,0.00241,0.00241,0.00241
