epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,2516.24,0.91291,0.51014,1.25408,0.97545,0.93725,0.98418,0.85266,0.72536,0.75871,1.12092,0.006535,0.006535,0.006535
44,2573.06,0.9,0.49908,1.24368,0.96626,0.94562,0.98573,0.85459,0.68641,0.64695,1.12716,0.0064525,0.0064525,0.0064525
45,2630.19,0.9114,0.50534,1.25007,0.97536,0.93354,0.98303,0.85487,0.69011,0.59612,1.08731,0.00637,0.00637,0.00637
46,2687.4,0.90241,0.50289,1.24782,0.97572,0.92453,0.97759,0.84561,0.71795,0.6173,1.11422,0.0062875,0.0062875,0.0062875
47,2744.65,0.89787,0.49599,1.24767,0.97544,0.93665,0.9818,0.84537,0.71948,0.57914,1.07125,0.006205,0.006205,0.006205
48,2801.78,0.89625,0.49741,1.24516,0.94875,0.93396,0.97145,0.84478,0.71369,0.71138,1.11984,0.0061225,0.0061225,0.0061225
49,2859.33,0.89838,0.49574,1.24263,0.9706,0.93431,0.97507,0.85604,0.67727,0.59568,1.11593,0.00604,0.00604,0.00604
50,2916.41,0.89362,0.49652,1.24635,0.95503,0.94811,0.97605,0.8525,0.68096,0.62995,1.13483,0.0059575,0.0059575,0.0059575
51,2974.03,0.88861,0.49033,1.23306,0.95647,0.93291,0.97602,0.8439,0.68241,0.5857,1.15711,0.005875,0.005875,0.005875
52,3031.31,0.88306,0.48561,1.23817,0.97995,0.9434,0.97905,0.85415,0.67778,0.59,1.09508,0.0057925,0.0057925,0.0057925
53,3088.95,0.87482,0.48082,1.23621,0.985,0.92926,0.9805,0.85351,0.68259,0.59224,1.11248,0.00571,0.00571,0.00571
54,3145.97,0.87512,0.48341,1.22943,0.98521,0.94258,0.97696,0.85041,0.67503,0.57127,1.09745,0.0056275,0.0056275,0.0056275
55,3203.37,0.8744,0.48372,1.23023,0.9681,0.9434,0.97766,0.84726,0.68295,0.5263,1.06625,0.005545,0.005545,0.005545
56,3260.81,0.8715,0.48044,1.22003,0.98483,0.93396,0.98047,0.85349,0.66297,0.52367,1.0892,0.0054625,0.0054625,0.0054625
57,3318.28,0.86125,0.47559,1.21764,0.96578,0.93189,0.97774,0.85549,0.66959,0.55506,1.08717,0.00538,0.00538,0.00538
58,3376.07,0.86134,0.47464,1.21922,0.94692,0.9434,0.97569,0.85145,0.66721,0.58359,1.08473,0.0052975,0.0052975,0.0052975
59,3436.95,0.85683,0.46966,1.21092,0.98481,0.91757,0.97288,0.85567,0.69696,0.71667,1.14094,0.005215,0.005215,0.005215
60,3496.19,0.86016,0.46786,1.22857,0.99129,0.91038,0.97976,0.85235,0.68759,0.64555,1.12468,0.0051325,0.0051325,0.0051325
61,3556.83,0.85441,0.47356,1.21493,0.99494,0.92671,0.9785,0.85423,0.70096,0.66454,1.13311,0.00505,0.00505,0.00505
62,3616.82,0.84186,0.46155,1.21016,0.96273,0.9434,0.97771,0.85512,0.69249,0.62192,1.10663,0.0049675,0.0049675,0.0049675
63,3677.53,0.85227,0.4688,1.20973,0.99,0.93379,0.97484,0.8514,0.69335,0.62975,1.09283,0.004885,0.004885,0.004885
64,3736.75,0.8425,0.4654,1.2038,0.97125,0.93396,0.97372,0.84756,0.68771,0.63596,1.07456,0.0048025,0.0048025,0.0048025
65,3796.11,0.83763,0.45807,1.20908,0.96792,0.92925,0.97235,0.84917,0.66893,0.67378,1.09094,0.00472,0.00472,0.00472
66,3856.42,0.84106,0.45808,1.20521,0.96835,0.92453,0.97587,0.85333,0.67465,0.65675,1.09358,0.0046375,0.0046375,0.0046375
67,3915.56,0.83546,0.46185,1.19683,0.9293,0.95283,0.96861,0.84537,0.66488,0.60169,1.07115,0.004555,0.004555,0.004555
68,3975.45,0.82717,0.45643,1.19022,0.94353,0.94572,0.97278,0.85306,0.67525,0.62625,1.06875,0.0044725,0.0044725,0.0044725
69,4034.51,0.82468,0.45624,1.19799,0.93354,0.95283,0.97172,0.85534,0.67196,0.63895,1.07173,0.00439,0.00439,0.00439
70,4093.67,0.81518,0.44449,1.18373,0.94333,0.9434,0.96891,0.85318,0.66342,0.66056,1.09166,0.0043075,0.0043075,0.0043075
71,4152.7,0.81401,0.45196,1.18599,0.92971,0.9434,0.96851,0.85487,0.65759,0.66556,1.09072,0.004225,0.004225,0.004225
72,4213.65,0.81474,0.44462,1.18731,0.93022,0.94321,0.96782,0.85505,0.64375,0.66982,1.078,0.0041425,0.0041425,0.0041425
73,4272.39,0.8117,0.44675,1.19488,0.94742,0.92453,0.96569,0.85389,0.64772,0.59176,1.04786,0.00406,0.00406,0.00406
74,4332.5,0.80705,0.44587,1.18181,0.95165,0.92833,0.96347,0.85217,0.64481,0.62931,1.06427,0.0039775,0.0039775,0.0039775
75,4393.19,0.79778,0.43563,1.1871,0.95398,0.92453,0.96534,0.85054,0.6425,0.6138,1.06149,0.003895,0.003895,0.003895
76,4455.58,0.80253,0.44295,1.18886,0.95183,0.93215,0.96761,0.85116,0.638,0.58926,1.06005,0.0038125,0.0038125,0.0038125
77,4514.5,0.79219,0.4336,1.17675,0.94966,0.92925,0.96935,0.85087,0.63842,0.605,1.05626,0.00373,0.00373,0.00373
78,4571.94,0.78895,0.43586,1.17504,0.93457,0.94331,0.96607,0.84829,0.62682,0.60433,1.06546,0.0036475,0.0036475,0.0036475
79,4629.26,0.78944,0.43146,1.18136,0.94599,0.92925,0.96626,0.84964,0.62635,0.62136,1.07691,0.003565,0.003565,0.003565
80,4685.9,0.79367,0.43573,1.17764,0.94709,0.92882,0.96831,0.85472,0.63387,0.63599,1.10043,0.0034825,0.0034825,0.0034825
81,4742.83,0.77783,0.4262,1.16509,0.93019,0.94285,0.96721,0.85214,0.63762,0.66517,1.12793,0.0034,0.0034,0.0034
82,4799.48,0.77743,0.41956,1.17105,0.92848,0.93868,0.96412,0.85113,0.63769,0.67629,1.13583,0.0033175,0.0033175,0.0033175
83,4856.33,0.77534,0.42389,1.16627,0.94683,0.92396,0.96445,0.85246,0.63171,0.66728,1.1209,0.003235,0.003235,0.003235
84,4913.55,0.76328,0.42189,1.15801,0.94586,0.92925,0.96552,0.85627,0.63238,0.65895,1.11235,0.0031525,0.0031525,0.0031525
85,4974.56,0.76131,0.42069,1.15634,0.95609,0.92453,0.96591,0.85691,0.63381,0.67052,1.11631,0.00307,0.00307,0.00307
86,5033.28,0.75914,0.41979,1.15913,0.96995,0.91362,0.96436,0.8574,0.6344,0.67654,1.12672,0.0029875,0.0029875,0.0029875
